clusterid,queryID,class,gene,allele,seqID,accession,positions,size,cluster_contains_multiple_genes,gene_found_in_multiple_clusters,bla_description,bla_class,CARD_class,ARO_class
35,ADC-20,Bla,ADC,ADC-20,263,NG_048645.1,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
35,ADC-21,Bla,ADC,ADC-21,264,NG_048646.1,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
35,ADC-22,Bla,ADC,ADC-22,265,NG_048647.1,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
35,ADC-23,Bla,ADC,ADC-23,266,NG_048648.1,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
35,ADC-30,Bla,ADC,ADC-30,267,NG_048652.1,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
35,ADC-31,Bla,ADC,ADC-31,268,NG_050716.1,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
35,ADC-41,Bla,ADC,ADC-41,269,NG_048656.1,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
35,ADC-42,Bla,ADC,ADC-42,270,NG_048657.1,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
35,ADC-43,Bla,ADC,ADC-43,271,NG_048658.1,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
35,ADC-44,Bla,ADC,ADC-44,272,NG_048659.1,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
35,ADC-56,Bla,ADC,ADC-56,273,NG_048666.1,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
35,ADC-68,Bla,ADC,ADC-68,274,NG_048676.1,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
35,ADC-73,Bla,ADC,ADC-73,275,NG_048678.1,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
35,ADC-74,Bla,ADC,ADC-74,276,NG_048679.1,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
35,ADC-75,Bla,ADC,ADC-75,277,NG_048680.1,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
35,ADC-76,Bla,ADC,ADC-76,278,NG_048681.1,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
35,ADC-77,Bla,ADC,ADC-77,279,NG_048682.1,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
35,ADC-78,Bla,ADC,ADC-78,280,NG_048683.1,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
35,ADC-79,Bla,ADC,ADC-79,281,NG_048684.1,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
35,ADC-81,Bla,ADC,ADC-81,282,NG_048687.1,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
35,ADC-82,Bla,ADC,ADC-82,283,NG_050718.1,-,-,no,no,class C extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
35,ADC-159,Bla,ADC,ADC-159,2446,NG_055787.1,-,-,no,no,class C beta-lactamase ADC-159,Bla,penicillin beta-lactam,ARO:3000008
35,ADC-181,Bla,ADC,ADC-181,2447,NG_063832.1,-,-,no,no,class C beta-lactamase ADC-181,Bla,penicillin beta-lactam,ARO:3000008
35,ADC-182,Bla,ADC,ADC-182,2448,NG_063833.1,-,-,no,no,class C beta-lactamase ADC-182,Bla_ESBL,third-generation cephalosporin,ARO:3009107
35,ADC-183,Bla,ADC,ADC-183,2449,NG_063834.1,-,-,no,no,class C beta-lactamase ADC-183,Bla,penicillin beta-lactam,ARO:3000008
35,ADC-198,Bla,ADC,ADC-198,3555,NG_066478.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
35,ADC-203,Bla,ADC,ADC-203,3556,NG_066483.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
36,AER-1,Bla,AER,AER-1,284,NG_048688.1,-,-,no,no,carbenicillin-hydrolyzing class A beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
37,AIM-1,Bla,AIM,AIM-1,285,NG_048689.1,-,-,no,no,subclass B3 metallo-beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
38,AmpC1,Bla,AmpC1,AmpC1,286,CP195147.1:1271296-1272600,-,-,no,no,,,penicillin beta-lactam,ARO:3000008
40,AQU-1,Bla,AQU,AQU-1,287,NG_055647.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
40,AQU-2,Bla,AQU,AQU-2,288,NG_065838.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
40,AQU-3,Bla,AQU,AQU-3,289,NG_065839.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
41,ARL-1,Bla,ARL,ARL-1,290,NG_054950.1,-,-,no,no,class A beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
41,ARL-2,Bla,ARL,ARL-2,291,NG_054948.1,-,-,no,no,class A beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
41,ARL-3,Bla,ARL,ARL-3,292,NG_054949.1,-,-,no,no,class A beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
41,ARL-4,Bla,ARL,ARL-4,293,NG_054947.1,-,-,no,no,class A beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
41,ARL-5,Bla,ARL,ARL-5,294,NG_054951.1,-,-,no,no,class A beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
41,ARL-6,Bla,ARL,ARL-6,295,NG_054952.1,-,-,no,no,class A beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
42,AST-1,Bla,AST-1,AST-1,296,NG_048690.1,-,-,no,no,class A broad-spectrum beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
43,BAT-1,Bla,BAT-1,BAT-1,297,NG_050940.1,-,-,no,no,class D beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
44,BcI,Bla,BcI,BcI,298,NG_047482.1,-,-,no,no,class A beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
45,BcII,Bla,BcII,BcII,299,NG_055630.1,-,-,no,no,subclass B1 metallo beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
46,BCL-1,Bla,BCL-1,BCL-1,300,NG_051318.1,-,-,no,no,class A beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
47,BEL-1,Bla,BEL,BEL-1,301,NG_048704.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
47,BEL-2,Bla,BEL,BEL-2,302,NG_048705.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
47,BEL-3,Bla,BEL,BEL-3,303,NG_048706.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
47,BEL-4,Bla,BEL,BEL-4,2769,NG_050978.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
48,BES-1,Bla,BES,BES-1,304,NG_048707.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
49,BIC-1,Bla,BIC,BIC-1,305,NG_048708.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
50,BIL-1,Bla,BIL,BIL-1,306,NG_054644.1,-,-,no,no,CMY-2 family class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
51,BJP-1,Bla,BJP,BJP-1,307,NG_048709.1,-,-,no,no,subclass B3 metallo-beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
52,BKC-1,Bla,BKC,BKC-1,308,NG_048710.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
53,bla1,Bla,Bla1,bla1,309,NG_055637.2,-,-,no,no,class A beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
54,bla2,Bla,Bla2,bla2,310,NG_047221.1,-,-,no,no,subclass B1 metallo beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
55,blaA,Bla,blaA,blaA,311,NG_047490.1,-,-,no,no,class A beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
56,blaB21,Bla,blaB21,blaB21,312,NG_067210.1,-,-,no,no,subclass B1 metallo beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
57,blaF,Bla,blaF,blaF,313,NG_047497.1,-,-,no,no,class A beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
58,BPU-1,Bla,BPU-1,BPU-1,314,NG_050941.1,-,-,no,no,class D beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
59,BRO-1.v1,Bla,BRO,BRO-1.v1,315,CP034666.1:1649366-1650310,-,-,no,no,class A beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
59,BRO-1.v2,Bla,BRO,BRO-1.v2,316,NG_048711.1,-,-,no,no,class A beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
59,BRO-2,Bla,BRO,BRO-2,317,NG_054940.1,-,-,no,no,class A beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
60,BUT-1,Bla,BUT-1,BUT-1,318,NG_056481.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
61,CAM-1,Bla,CAM-1,CAM-1,319,NG_065859.1,-,-,no,no,subclass B1 metallo beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
62,CARB-21,Bla,CARB,CARB-21,320,NG_048724.1,-,-,no,no,class A beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
62,CARB-23,Bla,CARB,CARB-23,321,NG_048726.1,-,-,no,no,class A beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
62,CARB-12,Bla,CARB,CARB-12,322,NG_056111.1,-,-,no,no,class A broad spectrum beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
62,CARB-17,Bla,CARB,CARB-17,323,NG_048719.1,-,-,no,no,class A broad spectrum beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
62,CARB-18,Bla,CARB,CARB-18,324,NG_048720.1,-,-,no,no,class A broad spectrum beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
62,CARB-19,Bla,CARB,CARB-19,325,NG_048721.1,-,-,no,no,class A broad spectrum beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
62,CARB-20,Bla,CARB,CARB-20,326,CP078638.1:1319184-1320035,-,-,no,no,class A broad spectrum beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
62,CARB-22,Bla,CARB,CARB-22,327,NG_048725.1,-,-,no,no,class A broad spectrum beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
62,CARB-8,Bla,CARB,CARB-8,328,NG_048753.1,-,-,no,no,class A broad spectrum beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
62,CARB-1,Bla,CARB,CARB-1,329,NG_048713.1,-,-,no,no,PSE family carbenicillin-hydrolyzing class A broad-spectrum beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
62,CARB-2.v1,Bla,CARB,CARB-2.v1,330,NG_048722.1,-,-,no,no,PSE family carbenicillin-hydrolyzing class A broad-spectrum beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
62,CARB-2.v2,Bla,CARB,CARB-2.v2,331,DQ157752.1:798-1664,-,-,no,no,PSE family carbenicillin-hydrolyzing class A broad-spectrum beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
62,CARB-3,Bla,CARB,CARB-3,332,NG_048733.1,-,-,no,no,PSE family carbenicillin-hydrolyzing class A broad-spectrum beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
62,CARB-4,Bla,CARB,CARB-4,333,NG_048742.1,-,-,no,no,PSE family carbenicillin-hydrolyzing class A broad-spectrum beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
62,CARB-6,Bla,CARB,CARB-6,334,NG_048751.1,-,-,no,no,PSE family carbenicillin-hydrolyzing class A broad-spectrum beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
62,CARB-7,Bla,CARB,CARB-7,335,NG_048752.1,-,-,no,no,PSE family carbenicillin-hydrolyzing class A broad-spectrum beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
62,CARB-9,Bla,CARB,CARB-9,336,NG_048754.1,-,-,no,no,PSE family carbenicillin-hydrolyzing class A broad-spectrum beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
62,CARB-5,Bla,CARB,CARB-5,337,NG_048750.1,-,-,no,no,RTG family carbenicillin-hydrolyzing class A broad-spectrum beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
62,CARB-14,Bla,CARB,CARB-14,338,NG_048717.1,-,-,no,no,RTG family carbenicillin-hydrolyzing class A broad-spectrum beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
62,CARB-16,Bla,CARB,CARB-16,339,NG_048718.1,-,-,no,no,RTG family carbenicillin-hydrolyzing class A broad-spectrum beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
62,CARB-10,Bla,CARB,CARB-10,340,NG_048714.1,-,-,no,no,RTG family carbenicillin-hydrolyzing class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
62,CARB-11,Bla,CARB,CARB-11,2770,NG_048715.1,-,-,no,no,PSE family carbenicillin-hydrolyzing class A beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
62,CARB-51,Bla,CARB,CARB-51,2771,NG_066505.1,-,-,no,no,PSE family carbenicillin-hydrolyzing class A beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
62,CARB-53,Bla,CARB,CARB-53,2772,NG_070729.1,-,-,no,no,PSE family carbenicillin-hydrolyzing class A beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
63,CAU-1,Bla,CAU,CAU-1,341,NG_048755.1,-,-,no,no,subclass B3 metallo-beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
64,cblA-1,Bla,CblA,cblA-1,342,KU545122.1:1305-2195,-,-,no,no,class A beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
65,CBP-1,Bla,CBP,CBP-1,343,NG_048756.1,-,-,no,no,class A beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
66,cepA,Bla,CepA,cepA,344,U05883.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
67,cepS,Bla,CepS,cepS,345,NG_047629.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
68,ccrA,Bla,CfiA,ccrA,346,NG_050389.1,-,-,no,no,subclass B1 metallo beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
69,cfxA,Bla,CfxA,cfxA,347,NG_047633.1,-,-,no,no,class A broad spectrum beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
69,cfxA5,Bla,CfxA,cfxA5,348,NG_047643.1,-,-,no,no,class A broad spectrum beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
69,cfxA2.v1,Bla,CfxA,cfxA2.v1,349,NG_047639.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
69,cfxA3,Bla,CfxA,cfxA3,350,NG_047641.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
69,cfxA4,Bla,CfxA,cfxA4,351,NG_047642.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
69,cfxA2.v2,Bla,CfxA,cfxA2.v2,352,NG_047634.1,-,-,no,no,,,penicillin beta-lactam,ARO:3000008
69,cfxA6,Bla,CfxA,cfxA6,353,GQ343001.1:670-1665,-,-,no,no,,,penicillin beta-lactam,ARO:3000008
70,CGA-1,Bla,CGA,CGA-1,354,NG_048758.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
71,CGB-1,Bla,CGB,CGB-1,355,EF672680.1,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
72,CIA-1,Bla,CIA,CIA-1,356,NG_048759.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
72,CIA-2,Bla,CIA,CIA-2,357,NG_048760.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
72,CIA-3,Bla,CIA,CIA-3,358,NG_048761.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
72,CIA-4,Bla,CIA,CIA-4,359,NG_048762.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
73,CKO-1,Bla,CKO,CKO-1,360,NG_048763.1,-,-,no,no,class A broad spectrum beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
74,CME-1,Bla,CME,CME-1,361,NG_048764.1,-,-,no,no,class A extended-spectrum beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
75,CMH-1,Bla,CMH,CMH-1,362,NG_048766.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
75,CMH-2,Bla,CMH,CMH-2,2773,NG_048767.1,-,-,no,no,class C betalactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CFE-1,Bla,CMY,CFE-1,363,NG_048757.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CFE-2,Bla,CMY,CFE-2,364,NG_063837.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-1,Bla,CMY,CMY-1,365,NG_048768.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-10,Bla,CMY,CMY-10,366,NG_048769.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-100,Bla,CMY,CMY-100,367,NG_048770.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-101,Bla,CMY,CMY-101,368,NG_048771.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-102,Bla,CMY,CMY-102,369,NG_048772.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-103,Bla,CMY,CMY-103,370,NG_048773.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-104,Bla,CMY,CMY-104,371,NG_048774.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-105,Bla,CMY,CMY-105,372,NG_048775.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-108,Bla,CMY,CMY-108,373,NG_048778.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-11,Bla,CMY,CMY-11,374,NG_048780.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-110,Bla,CMY,CMY-110,375,NG_048781.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-111,Bla,CMY,CMY-111,376,NG_048782.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-112,Bla,CMY,CMY-112,377,NG_048783.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-113,Bla,CMY,CMY-113,378,NG_048784.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-114,Bla,CMY,CMY-114,379,NG_048785.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-115,Bla,CMY,CMY-115,380,NG_048786.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-116,Bla,CMY,CMY-116,381,NG_048787.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-117,Bla,CMY,CMY-117,382,NG_048788.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-118,Bla,CMY,CMY-118,383,NG_048789.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-119,Bla,CMY,CMY-119,384,NG_048790.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-12,Bla,CMY,CMY-12,385,NG_048791.2,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-13,Bla,CMY,CMY-13,386,NG_048799.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-132,Bla,CMY,CMY-132,387,NG_048802.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-133,Bla,CMY,CMY-133,388,NG_048803.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-135,Bla,CMY,CMY-135,389,NG_048805.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-136,Bla,CMY,CMY-136,390,NG_068058.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-14.v1,Bla,CMY,CMY-14.v1,391,EU600193.1:1702-2847,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-14.v2,Bla,CMY,CMY-14.v2,392,NG_048808.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-15,Bla,CMY,CMY-15,393,NG_048809.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-16,Bla,CMY,CMY-16,394,NG_048810.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-17,Bla,CMY,CMY-17,395,NG_048811.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-18,Bla,CMY,CMY-18,396,NG_048812.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-19,Bla,CMY,CMY-19,397,NG_048813.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-2.v1,Bla,CMY,CMY-2.v1,398,AM779746.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-2.v2,Bla,CMY,CMY-2.v2,399,NG_048814.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-20,Bla,CMY,CMY-20,400,NG_048815.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-21,Bla,CMY,CMY-21,401,NG_048816.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-22,Bla,CMY,CMY-22,402,NG_048817.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-23,Bla,CMY,CMY-23,403,NG_048818.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-24,Bla,CMY,CMY-24,404,NG_048819.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-25,Bla,CMY,CMY-25,405,NG_048820.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-26,Bla,CMY,CMY-26,406,NG_048821.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-27,Bla,CMY,CMY-27,407,NG_048822.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-28,Bla,CMY,CMY-28,408,NG_048823.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-29,Bla,CMY,CMY-29,409,NG_048824.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-31,Bla,CMY,CMY-31,410,NG_048826.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-32,Bla,CMY,CMY-32,411,NG_048827.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-33,Bla,CMY,CMY-33,412,NG_048828.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-34,Bla,CMY,CMY-34,413,NG_048829.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-35,Bla,CMY,CMY-35,414,NG_048830.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-36,Bla,CMY,CMY-36,415,NG_048831.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-38,Bla,CMY,CMY-38,416,NG_047059.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-39,Bla,CMY,CMY-39,417,NG_048833.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-4.v1,Bla,CMY,CMY-4.v1,418,NG_048834.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-4.v2,Bla,CMY,CMY-4.v2,419,Y15130.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-40,Bla,CMY,CMY-40,420,NG_048835.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-41,Bla,CMY,CMY-41,421,NG_048836.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-43,Bla,CMY,CMY-43,422,NG_048838.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-44,Bla,CMY,CMY-44,423,NG_048839.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-45,Bla,CMY,CMY-45,424,NG_048840.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-46,Bla,CMY,CMY-46,425,NG_048841.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-47,Bla,CMY,CMY-47,426,NG_048842.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
76,CMY-48,Bla,CMY,CMY-48,427,NG_048843.1,-,-,no,no,class C beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
