clusterid,queryID,class,gene,allele,seqID,aro_accession,ncbi_accession,positions,size,cluster_contains_multiple_genes,gene_found_in_multiple_clusters,bla_description,bla_class,CARD_class,ARO_class
100,IMP-51,Bla,IMP,IMP-51,779,ARO_3003659,NG_049213.1,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
100,IMP-52,Bla,IMP,IMP-52,780,ARO_3004823,NG_049214.1,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
100,IMP-55,Bla,IMP,IMP-55,781,ARO_3004494,NG_049217.1,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
100,IMP-56,Bla,IMP,IMP-56,782,ARO_3004495,NG_049218.1,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
100,IMP-6,Bla,IMP,IMP-6,783,ARO_3002197,NG_049220.1,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
100,IMP-7,Bla,IMP,IMP-7,784,ARO_3002198,NG_049221.1,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
100,IMP-8,Bla,IMP,IMP-8,785,ARO_3002199,NG_049222.1,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
100,IMP-9,Bla,IMP,IMP-9,786,ARO_3002200,NG_049223.1,-,-,no,no,carbapenem-hydrolyzing subclass B1 metallo-beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
100,IMP-68,Bla,IMP,IMP-68,2504,ARO_3005019,NG_055584.1,-,-,no,no,subclass B1 metallo-beta-lactamase IMP-68,Bla_Carb,carbapenem,ARO:0000020
100,IMP-23,Bla,IMP,IMP-23,2896,ARO_3002214,NG_049187.1,-,-,no,no,subclass B1 metallo-beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
100,IMP-54,Bla,IMP,IMP-54,2897,ARO_3005464,NG_049216.1,-,-,no,no,subclass B1 metallo-beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
100,IMP-59,Bla,IMP,IMP-59,2898,ARO_3005466,NG_055477.1,-,-,no,no,subclass B1 metallo-beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
100,IMP-60,Bla,IMP,IMP-60,2899,ARO_3005467,NG_050945.1,-,-,no,no,subclass B1 metallo-beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
100,IMP-61,Bla,IMP,IMP-61,2900,ARO_3005468,NG_051166.1,-,-,no,no,subclass B1 metallo-beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
100,IMP-65,Bla,IMP,IMP-65,2901,ARO_3005472,NG_066508.1,-,-,no,no,subclass B1 metallo-beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
100,IMP-66,Bla,IMP,IMP-66,2902,ARO_3005473,NG_054676.1,-,-,no,no,subclass B1 metallo-beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
100,IMP-69,Bla,IMP,IMP-69,2903,ARO_3005475,NG_055665.1,-,-,no,no,subclass B1 metallo-beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
100,IMP-70,Bla,IMP,IMP-70,2904,ARO_3005476,NG_056176.1,-,-,no,no,subclass B1 metallo-beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
100,IMP-76,Bla,IMP,IMP-76,2905,ARO_3005481,NG_061409.1,-,-,no,no,subclass B1 metallo-beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
100,IMP-77,Bla,IMP,IMP-77,2906,ARO_3005482,NG_061410.1,-,-,no,no,subclass B1 metallo-beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
100,IMP-78,Bla,IMP,IMP-78,2907,ARO_3005483,NG_061411.1,-,-,no,no,subclass B1 metallo-beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
100,IMP-79,Bla,IMP,IMP-79,2908,ARO_3005484,NG_061626.1,-,-,no,no,subclass B1 metallo-beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
100,IMP-80,Bla,IMP,IMP-80,2909,ARO_3005485,NG_062274.1,-,-,no,no,subclass B1 metallo-beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
100,IMP-88,Bla,IMP,IMP-88,2910,ARO_3005491,NG_070737.1,-,-,no,no,subclass B1 metallo-beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
100,IMP-89,Bla,IMP,IMP-89,2911,ARO_3005492,NG_070738.1,-,-,no,no,subclass B1 metallo-beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
100,IMP-91,Bla,IMP,IMP-91,2912,ARO_3007460,NG_076634.1,-,-,no,no,subclass B1 metallo-beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
100,IMP-96,Bla,IMP,IMP-96,2913,ARO_3007461,NG_080776.1,-,-,no,no,subclass B1 metallo-beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
101,IND-2a,Bla,IND,IND-2a,787,ARO_3002258,NG_049231.1,-,-,no,no,subclass B1 metallo-beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
101,IND-1,Bla,IND,IND-1,788,ARO_3002256,NG_049224.1,-,-,no,no,,,penicillin beta-lactam,ARO:3000008
101,IND-10,Bla,IND,IND-10,789,ARO_3002266,NG_049225.1,-,-,no,no,,,penicillin beta-lactam,ARO:3000008
101,IND-11,Bla,IND,IND-11,790,ARO_3002267,NG_049226.1,-,-,no,no,,,penicillin beta-lactam,ARO:3000008
101,IND-12,Bla,IND,IND-12,791,ARO_3002268,NG_049227.1,-,-,no,no,,,penicillin beta-lactam,ARO:3000008
101,IND-14,Bla,IND,IND-14,792,ARO_3002269,NG_049228.1,-,-,no,no,,,penicillin beta-lactam,ARO:3000008
101,IND-15,Bla,IND,IND-15,793,ARO_3002270,NG_049229.1,-,-,no,no,,,penicillin beta-lactam,ARO:3000008
101,IND-2.v1,Bla,IND,IND-2.v1,794,ARG_EF394439,EF394439.1,-,-,no,no,,,penicillin beta-lactam,ARO:3000008
101,IND-2.v2,Bla,IND,IND-2.v2,795,ARO_3002257,NG_049230.1,-,-,no,no,,,penicillin beta-lactam,ARO:3000008
101,IND-3,Bla,IND,IND-3,796,ARO_3002259,NG_049232.1,-,-,no,no,,,penicillin beta-lactam,ARO:3000008
101,IND-4,Bla,IND,IND-4,797,ARO_3002260,NG_049233.1,-,-,no,no,,,penicillin beta-lactam,ARO:3000008
101,IND-5,Bla,IND,IND-5,798,ARO_3002261,NG_049234.1,-,-,no,no,,,penicillin beta-lactam,ARO:3000008
101,IND-6,Bla,IND,IND-6,799,ARO_3002262,NG_049235.1,-,-,no,no,,,penicillin beta-lactam,ARO:3000008
101,IND-7,Bla,IND,IND-7,800,ARO_3002263,NG_049236.1,-,-,no,no,,,penicillin beta-lactam,ARO:3000008
101,IND-8,Bla,IND,IND-8,801,ARO_3002264,NG_049237.1,-,-,no,no,,,penicillin beta-lactam,ARO:3000008
101,IND-9,Bla,IND,IND-9,802,ARO_3002265,NG_049238.1,-,-,no,no,,,penicillin beta-lactam,ARO:3000008
102,JOHN-1,Bla,JOHN-1,JOHN-1,803,ARO_3000840,NG_049239.1,-,-,no,no,subclass B1 metallo beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
103,KHM-1,Bla,KHM,KHM-1,804,ARO_3000847,NG_049240.1,-,-,no,no,subclass B1 metallo beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
104,KPC-10,Bla,KPC,KPC-10,805,ARO_3002320,NG_049243.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-11,Bla,KPC,KPC-11,806,ARO_3002321,NG_049244.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-12,Bla,KPC,KPC-12,807,ARO_3002322,NG_049245.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-13.v1,Bla,KPC,KPC-13.v1,808,ARG_HQ342890,HQ342890.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-13.v2,Bla,KPC,KPC-13.v2,809,ARO_3002323,NG_049246.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-14,Bla,KPC,KPC-14,810,ARO_3002324,NG_049247.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-15,Bla,KPC,KPC-15,811,ARO_3002325,NG_049248.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-16,Bla,KPC,KPC-16,812,ARO_3002326,NG_049249.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-17,Bla,KPC,KPC-17,813,ARO_3002327,NG_049250.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-19,Bla,KPC,KPC-19,814,ARO_3002329,NG_049252.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-2,Bla,KPC,KPC-2,815,ARO_3002312,NG_049253.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-22,Bla,KPC,KPC-22,816,ARO_3003180,NG_049255.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-23,Bla,KPC,KPC-23,817,ARO_3002319,NG_060569.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-24,Bla,KPC,KPC-24,818,ARO_3004496,NG_049256.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-3,Bla,KPC,KPC-3,819,ARO_3002313,NG_049257.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-4,Bla,KPC,KPC-4,820,ARO_3002314,NG_049258.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-5,Bla,KPC,KPC-5,821,ARO_3002315,NG_049259.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-6,Bla,KPC,KPC-6,822,ARO_3002316,NG_049260.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-7,Bla,KPC,KPC-7,823,ARO_3002317,NG_049261.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-8,Bla,KPC,KPC-8,824,ARO_3002318,NG_049262.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-18,Bla,KPC,KPC-18,2505,ARO_3002328,NG_049251.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase KPC-18,Bla_Carb,carbapenem,ARO:0000020
104,KPC-25,Bla,KPC,KPC-25,2506,ARO_3005357,NG_051167.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase KPC-25,Bla_Carb,carbapenem,ARO:0000020
104,KPC-26,Bla,KPC,KPC-26,2507,ARO_3005358,NG_051469.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase KPC-26,Bla_Carb,carbapenem,ARO:0000020
104,KPC-27,Bla,KPC,KPC-27,2508,ARO_3005359,NG_052862.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase KPC-27,Bla_Carb,carbapenem,ARO:0000020
104,KPC-29,Bla,KPC,KPC-29,2509,ARO_3005360,NG_055580.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase KPC-29,Bla_Carb,carbapenem,ARO:0000020
104,KPC-30,Bla,KPC,KPC-30,2510,ARO_3005364,NG_054685.1,-,-,no,no,inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-30,Bla_Carb,carbapenem,ARO:0000020
104,KPC-32,Bla,KPC,KPC-32,2511,ARO_3005363,NG_055495.1,-,-,no,no,inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-32,Bla_Carb,carbapenem,ARO:0000020
104,KPC-34,Bla,KPC,KPC-34,2512,ARO_3005366,NG_057447.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase KPC-34,Bla_Carb,carbapenem,ARO:0000020
104,KPC-35,Bla,KPC,KPC-35,2513,ARO_3005367,NG_060524.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase KPC-35,Bla_Carb,carbapenem,ARO:0000020
104,KPC-36,Bla,KPC,KPC-36,2514,ARO_3005368,NG_061389.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase KPC-36,Bla_Carb,carbapenem,ARO:0000020
104,KPC-37,Bla,KPC,KPC-37,2515,ARO_3005369,NG_061612.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase KPC-37,Bla_Carb,carbapenem,ARO:0000020
104,KPC-38,Bla,KPC,KPC-38,2516,ARO_3005370,NG_062357.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase KPC-38,Bla_Carb,carbapenem,ARO:0000020
104,KPC-39,Bla,KPC,KPC-39,2517,ARO_3005371,NG_063841.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase KPC-39,Bla_Carb,carbapenem,ARO:0000020
104,KPC-40,Bla,KPC,KPC-40,2518,ARO_3005372,NG_064726.1,-,-,no,no,inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-40,Bla_Carb,carbapenem,ARO:0000020
104,KPC-41,Bla,KPC,KPC-41,2519,ARO_3005373,NG_065876.1,-,-,no,no,inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-41,Bla_Carb,carbapenem,ARO:0000020
104,KPC-42,Bla,KPC,KPC-42,2520,ARO_3005374,NG_064727.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase KPC-42,Bla_Carb,carbapenem,ARO:0000020
104,KPC-43,Bla,KPC,KPC-43,2521,ARO_3005375,NG_064728.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase KPC-43,Bla_Carb,carbapenem,ARO:0000020
104,KPC-45,Bla,KPC,KPC-45,2522,ARO_3005376,NG_065877.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase KPC-45,Bla_Carb,carbapenem,ARO:0000020
104,KPC-49,Bla,KPC,KPC-49,2523,ARO_3005378,NG_071203.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase KPC-49,Bla_Carb,carbapenem,ARO:0000020
104,KPC-50,Bla,KPC,KPC-50,2524,ARO_3005379,NG_068507.1,-,-,no,no,inhibitor-resistant class A beta-lactamase KPC-50,Bla_Carb,carbapenem,ARO:0000020
104,KPC-54,Bla,KPC,KPC-54,2525,ARO_3005382,NG_067226.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase KPC-54,Bla_Carb,carbapenem,ARO:0000020
104,KPC-55,Bla,KPC,KPC-55,2526,ARO_3005383,NG_068177.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase KPC-55,Bla_Carb,carbapenem,ARO:0000020
104,KPC-56,Bla,KPC,KPC-56,2527,ARO_3005384,NG_068016.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase KPC-56,Bla_Carb,carbapenem,ARO:0000020
104,KPC-57,Bla,KPC,KPC-57,2528,ARO_3005385,NG_068508.1,-,-,no,no,inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-57,Bla_Carb,carbapenem,ARO:0000020
104,KPC-28,Bla,KPC,KPC-28,2690,ARO_3005361,NG_052581.1,-,-,no,no,inhibitor-resistant class A extended-spectrum beta-lactamase KPC-28,Bla_ESBL_inhR,third-generation cephalosporin + beta-lactamase inhibitor,ARO:3009107;ARO:3000042
104,KPC-31,Bla,KPC,KPC-31,2691,ARO_3005362,NG_055494.1,-,-,no,no,inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase KPC-31,Bla_ESBL_inhR,third-generation cephalosporin + beta-lactamase inhibitor,ARO:3009107;ARO:3000042
104,KPC-33,Bla,KPC,KPC-33,2692,ARO_3005365,NG_056170.1,-,-,no,no,inhibitor-resistant class A extended-spectrum beta-lactamase KPC-33,Bla_ESBL_inhR,third-generation cephalosporin + beta-lactamase inhibitor,ARO:3009107;ARO:3000042
104,KPC-46,Bla,KPC,KPC-46,2693,ARO_3005377,NG_065878.1,-,-,no,no,inhibitor-resistant class A extended-spectrum beta-lactamase KPC-46,Bla_ESBL_inhR,third-generation cephalosporin + beta-lactamase inhibitor,ARO:3009107;ARO:3000042
104,KPC-51,Bla,KPC,KPC-51,2694,ARO_3005380,NG_067224.1,-,-,no,no,inhibitor-resistant class A extended-spectrum beta-lactamase KPC-51,Bla_ESBL,third-generation cephalosporin,ARO:3009107
104,KPC-52,Bla,KPC,KPC-52,2695,ARO_3005381,NG_067225.1,-,-,no,no,inhibitor-resistant class A extended-spectrum beta-lactamase KPC-52,Bla_ESBL,third-generation cephalosporin,ARO:3009107
104,KPC-100,Bla,KPC,KPC-100,2914,ARO_3007446,NG_081070.1,-,-,no,no,inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase ,Bla_Carb,carbapenem,ARO:0000020
104,KPC-123,Bla,KPC,KPC-123,2915,ARO_3007196,NG_079898.1,-,-,no,no,inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase ,Bla_Carb,carbapenem,ARO:0000020
104,KPC-125,Bla,KPC,KPC-125,2916,ARO_3007633,NG_080778.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-21,Bla,KPC,KPC-21,2917,ARO_3003145,NG_049254.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-44,Bla,KPC,KPC-44,2918,ARO_3006186,NG_065427.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-58,Bla,KPC,KPC-58,2919,ARO_3006187,NG_070177.1,-,-,no,no,inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase ,Bla_Carb,carbapenem,ARO:0000020
104,KPC-59,Bla,KPC,KPC-59,2920,ARO_3006188,NG_070178.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-60,Bla,KPC,KPC-60,2921,ARO_3006189,NG_070179.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-61,Bla,KPC,KPC-61,2922,ARO_3006190,NG_070180.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-62,Bla,KPC,KPC-62,2923,ARO_3006191,NG_073465.1,-,-,no,no,class A beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
104,KPC-63,Bla,KPC,KPC-63,2924,ARO_3006192,NG_073466.1,-,-,no,no,class A beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
104,KPC-64,Bla,KPC,KPC-64,2925,ARO_3006193,NG_073467.1,-,-,no,no,class A beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
104,KPC-65,Bla,KPC,KPC-65,2926,ARO_3006194,NG_073468.1,-,-,no,no,class A beta-lactamase,Bla_ESBL,third-generation cephalosporin,ARO:3009107
104,KPC-66,Bla,KPC,KPC-66,2927,ARO_3006195,NG_070739.1,-,-,no,no,inhibitor-resistant class A extended-spectrum beta-lactamase,Bla_ESBL_inhR,third-generation cephalosporin + beta-lactamase inhibitor,ARO:3009107;ARO:3000042
104,KPC-72,Bla,KPC,KPC-72,2928,ARO_3006197,NG_070740.1,-,-,no,no,inhibitor-resistant class A extended-spectrum beta-lactamase,Bla_ESBL_inhR,third-generation cephalosporin + beta-lactamase inhibitor,ARO:3009107;ARO:3000042
104,KPC-73,Bla,KPC,KPC-73,2929,ARO_3006198,NG_070741.1,-,-,no,no,inhibitor-resistant class A extended-spectrum beta-lactamase,Bla_ESBL_inhR,third-generation cephalosporin + beta-lactamase inhibitor,ARO:3009107;ARO:3000042
104,KPC-74,Bla,KPC,KPC-74,2930,ARO_3006199,NG_070742.1,-,-,no,no,inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase ,Bla_Carb,carbapenem,ARO:0000020
104,KPC-75,Bla,KPC,KPC-75,2931,ARO_3006200,NG_070743.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-78,Bla,KPC,KPC-78,2932,ARO_3006203,NG_071204.1,-,-,no,no,inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase ,Bla_Carb,carbapenem,ARO:0000020
104,KPC-79,Bla,KPC,KPC-79,2933,ARO_3006204,NG_071205.1,-,-,no,no,inhibitor-resistant class A extended-spectrum beta-lactamase,Bla_ESBL_inhR,third-generation cephalosporin + beta-lactamase inhibitor,ARO:3009107;ARO:3000042
104,KPC-80,Bla,KPC,KPC-80,2934,ARO_3006205,NG_073469.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-81,Bla,KPC,KPC-81,2935,ARO_3006206,NG_073470.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-82,Bla,KPC,KPC-82,2936,ARO_3006207,NG_073471.1,-,-,no,no,inhibitor-resistant class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-83,Bla,KPC,KPC-83,2937,ARO_3007089,NG_079231.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-86,Bla,KPC,KPC-86,2938,ARO_3007381,NG_074722.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-87,Bla,KPC,KPC-87,2939,ARO_3007375,NG_074723.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-90,Bla,KPC,KPC-90,2940,ARO_3007087,NG_076666.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-93,Bla,KPC,KPC-93,2941,ARO_3007102,NG_080780.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-94,Bla,KPC,KPC-94,2942,ARO_3007402,NG_076680.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-95,Bla,KPC,KPC-95,2943,ARO_3007383,NG_076681.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-96,Bla,KPC,KPC-96,2944,ARO_3007436,NG_078037.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-97,Bla,KPC,KPC-97,2945,ARO_3007449,NG_078038.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-98,Bla,KPC,KPC-98,2946,ARO_3007450,NG_078032.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-99,Bla,KPC,KPC-99,2947,ARO_3007452,NG_088405.1,-,-,no,no,inhibitor-resistant carbapenem-hydrolyzing class A beta-lactamase ,Bla_Carb,carbapenem,ARO:0000020
104,KPC-110,Bla,KPC,KPC-110,3562,ARO_3008240,NG_088395.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-118,Bla,KPC,KPC-118,3563,ARO_3008248,NG_079893.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-157,Bla,KPC,KPC-157,3564,ARO_3008283,NG_149662.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-166,Bla,KPC,KPC-166,3565,ARO_3008292,NG_157015.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-170,Bla,KPC,KPC-170,3566,ARO_3008296,NG_231546.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-181,Bla,KPC,KPC-181,3567,ARO_3008307,NG_228671.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-183,Bla,KPC,KPC-183,3568,ARO_3008309,NG_228673.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-184,Bla,KPC,KPC-184,3569,ARO_3008310,NG_228674.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-53,Bla,KPC,KPC-53,3570,ARO_3008361,NG_068176.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-67,Bla,KPC,KPC-67,3571,ARO_3008362,NG_074716.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-68,Bla,KPC,KPC-68,3572,ARO_3008363,NG_074717.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-69,Bla,KPC,KPC-69,3573,ARO_3008364,NG_074718.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-70,Bla,KPC,KPC-70,3574,ARO_3008365,NG_074719.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-85,Bla,KPC,KPC-85,3575,ARO_3008367,NG_074721.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
104,KPC-92,Bla,KPC,KPC-92,3576,ARO_3008371,NG_079233.1,-,-,no,no,carbapenem-hydrolyzing class A beta-lactamase,Bla_Carb,carbapenem,ARO:0000020
105,L1,Bla,L1,L1,825,ARO_3000582,NG_047504.1,-,-,no,no,subclass B3 metallo-beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
106,LAP-2,Bla,LAP,LAP-2,826,ARO_3004826,NG_049264.1,-,-,no,no,class A beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
106,LAP-1,Bla,LAP,LAP-1,827,ARO_3004825,NG_049263.1,-,-,no,no,class A broad spectrum beta-lactamase,Bla,penicillin beta-lactam,ARO:3000008
